,data,valor
0,01/01/2005,7036.07
1,01/01/2006,7779.18
2,01/01/2007,9648.93
3,01/01/2008,11336.39
4,01/01/2009,13351.46
5,01/01/2010,15784.02
6,01/01/2011,17239.13
7,01/01/2012,20264.12
8,01/01/2013,23420.88
9,01/01/2014,25657.45
10,01/01/2015,22573.67
11,01/01/2016,22883.01
12,01/01/2017,27660.16
13,01/01/2018,28983.36
14,01/01/2019,29578.95
