,data,valor
0,01/01/2005,10743.88
1,01/01/2006,11793.55
2,01/01/2007,14189.78
3,01/01/2008,16295.45
4,01/01/2009,18590.95
5,01/01/2010,21537.18
6,01/01/2011,23279.19
7,01/01/2012,26950.76
8,01/01/2013,30414.47
9,01/01/2014,32937.95
10,01/01/2015,29424.93
11,01/01/2016,29581.47
12,01/01/2017,35069.1
13,01/01/2018,36217.38
14,01/01/2019,36648.36
