,data,valor
0,01/01/2005,14423.34
1,01/01/2006,15792.28
2,01/01/2007,18412.57
3,01/01/2008,20926.18
4,01/01/2009,23329.48
5,01/01/2010,26716.93
6,01/01/2011,28497.13
7,01/01/2012,32667.81
8,01/01/2013,36383.63
9,01/01/2014,39074.63
10,01/01/2015,34900.9
11,01/01/2016,34853.45
12,01/01/2017,40942.33
13,01/01/2018,41892.44
14,01/01/2019,42400.99
