,data,valor
0,01/01/2005,16403.4
1,01/01/2006,17687.3
2,01/01/2007,19080.69
3,01/01/2008,20536.61
4,01/01/2009,21594.03
5,01/01/2010,23573.81
6,01/01/2011,24184.16
7,01/01/2012,26950.65
8,01/01/2013,28857.54
9,01/01/2014,31170.76
10,01/01/2015,28427.71
11,01/01/2016,28629.6
12,01/01/2017,33470.23
13,01/01/2018,34333.38
14,01/01/2019,34951.3
