,data,valor
0,01/01/2005,2836.56
1,01/01/2006,2926.43
2,01/01/2007,3168.42
3,01/01/2008,3120.51
4,01/01/2009,3226.5
5,01/01/2010,3178.91
6,01/01/2011,3239.8
7,01/01/2012,3419.11
8,01/01/2013,3633.92
9,01/01/2014,4029.3
10,01/01/2015,3881.26
11,01/01/2016,4050.17
12,01/01/2017,4670.9
13,01/01/2018,4808.87
14,01/01/2019,5259.91
