,data,valor
0,01/01/2005,8896.92
1,01/01/2006,9837.46
2,01/01/2007,12097.68
3,01/01/2008,14009.05
4,01/01/2009,16338.6
5,01/01/2010,19088.21
6,01/01/2011,20803.29
7,01/01/2012,24139.4
8,01/01/2013,27580.04
9,01/01/2014,29936.35
10,01/01/2015,26471.61
11,01/01/2016,26797.79
12,01/01/2017,32181.83
13,01/01/2018,33473.95
14,01/01/2019,34124.67
