,data,valor
0,01/01/2005,71079.72
1,01/01/2006,79576.14
2,01/01/2007,107989.76
3,01/01/2008,129153.93
4,01/01/2009,161390.91
5,01/01/2010,199826.47
6,01/01/2011,229858.52
7,01/01/2012,279606.72
8,01/01/2013,356889.5
9,01/01/2014,398869.95
10,01/01/2015,323982.38
11,01/01/2016,332625.85
12,01/01/2017,443735.91
13,01/01/2018,505611.21
14,01/01/2019,544669.06
